Age,Gender,Region,District,Language Spoken by Student,Math Term 1,Physics Term 1,Chemistry Term 1,Math Term 2,Physics Term 2,Chemistry Term 2,Math Term 3,Physics Term 3,Chemistry Term 3,Attendance
15,Male,Eastern,Gulu,Runyankole,97,100,83,89,55,100,100,81,83,0.91
15,Female,Northern,Jinja,Ateso,57,36,98,84,76,81,73,17,88,0.93
17,Female,Northern,Arua,Luganda,95,81,100,43,54,83,100,29,28,0.82
15,Female,Northern,Mbale,Lumasaba,84,100,100,72,61,100,62,87,95,0.88
17,Female,Eastern,Mukono,Lango,96,100,98,53,82,100,82,100,62,0.9
15,Male,Northern,Arua,Lumasaaba,99,65,60,65,67,85,34,17,100,0.76
15,Female,Western,Gulu,Luganda,73,100,44,48,100,91,90,52,100,0.81
15,Female,Central,Pader,Luganda,88,92,93,61,54,100,88,39,66,0.89
16,Female,Northern,Soroti,Acholi,69,100,57,44,69,69,58,40,78,0.79
15,Female,Eastern,Mbale,Rukiga,83,100,79,65,81,75,42,100,73,0.91
15,Male,Eastern,Kabale,Runyankole,59,100,88,84,95,87,67,100,100,0.92
15,Female,Eastern,Mbale,Japadhola,82,84,59,64,90,99,90,72,86,0.96
16,Female,Central,Mbale,Japadhola,89,93,90,89,58,90,100,68,87,0.9
16,Male,Northern,Soroti,Runyankole,100,68,62,50,59,86,83,36,66,0.83
17,Female,Central,Kabale,Ateso,100,62,54,97,51,69,100,44,51,0.98
15,Female,Western,Rukungiri,Runyankole,70,94,81,69,76,68,74,67,47,0.95
15,Female,Eastern,Ntungamo,Rukiga,85,100,72,61,56,100,83,64,89,0.93
16,Female,Western,Mbale,Rukonjo,52,100,100,52,86,100,81,100,70,0.9
15,Female,Western,Kabale,Luganda,96,61,75,45,19,92,87,59,90,0.87
15,Female,Central,Mbale,Lusoga,35,51,84,83,67,100,56,17,79,0.89
15,Female,Eastern,Kitgum,Rukiga,66,100,85,73,59,100,88,76,44,0.85
16,Male,Central,Kabarole,Luganda,100,89,100,80,42,100,48,60,74,0.8
17,Female,Central,Bushenyi,Rukonjo,88,100,38,58,82,100,37,62,90,0.84
17,Female,Central,Lira,Lumasaaba,46,82,93,45,96,53,57,27,91,0.76
15,Female,Eastern,Mbale,Luganda,29,100,84,57,63,87,77,77,45,0.97
15,Male,Eastern,Mbale,Runyankole,79,100,95,68,80,76,94,100,63,0.76
15,Male,Central,Soroti,Acholi,91,100,100,85,95,87,79,64,51,0.76
16,Female,Central,Kabale,Luganda,93,91,89,83,67,93,89,83,43,0.97
17,Female,Northern,Kabarole,Runyankole,83,83,71,55,77,85,100,68,88,0.87
17,Female,Eastern,Mbale,Rukiga,57,100,84,61,99,76,62,66,80,0.76
15,Female,Northern,Pader,Acholi,59,86,100,85,48,100,37,27,91,0.76
16,Male,Eastern,Kampala,Luganda,53,96,84,52,81,100,41,63,100,0.88
15,Male,Eastern,Kampala,Runyankole,62,69,88,60,56,100,57,64,73,0.88
17,Female,Northern,Kitgum,Rukonjo,48,100,53,71,85,100,86,48,100,0.76
17,Female,Central,Gulu,Japadhola,62,32,57,60,79,94,37,17,100,0.87
15,Male,Central,Bushenyi,Luganda,86,85,42,62,57,100,68,17,51,0.93
15,Female,Central,Entebbe,Luganda,57,100,69,82,72,100,77,44,100,0.92
15,Female,Northern,Mbale,Acholi,66,86,100,68,49,72,84,34,55,0.76
15,Female,Eastern,Mbale,Luganda,43,100,39,51,100,53,38,95,35,0.9
15,Male,Northern,Ntungamo,Acholi,85,90,80,80,62,100,56,45,100,0.85
16,Male,Western,Lira,Runyankole,100,100,52,42,100,98,100,67,100,0.83
17,Male,Northern,Gulu,Lugisu,88,100,100,99,48,100,72,64,84,0.81
15,Male,Northern,Mbarara,Acholi,90,44,93,56,39,100,64,38,100,0.76
15,Female,Eastern,Mbarara,Luganda,23,82,44,72,84,100,62,81,86,0.84
15,Male,Eastern,Mbarara,Ateso,79,84,63,56,42,93,70,61,82,0.8
15,Male,Western,Mbarara,Rukiga,84,100,28,29,98,82,81,100,90,0.89
16,Male,Eastern,Gulu,Acholi,67,82,100,71,50,100,78,63,99,0.81
16,Male,Northern,Kasese,Rukiga,92,87,91,67,45,100,83,97,93,0.76
15,Male,Central,Mbarara,Iteso,88,100,76,95,81,92,79,96,74,0.98
15,Male,Eastern,Jinja,Acholi,100,100,86,79,42,100,100,56,84,0.93
17,Female,Central,Kabarole,Lusoga,63,100,86,53,81,64,48,73,52,0.76
17,Male,Central,Kitgum,Lusoga,68,90,57,83,79,100,47,40,88,0.93
15,Female,Western,Bushenyi,Rukiga,55,46,82,55,67,52,49,63,76,0.81
17,Female,Central,Tororo,Acholi,71,54,32,52,84,88,39,75,95,0.9
16,Male,Eastern,Gulu,Runyankole,86,45,60,56,58,78,97,65,61,0.85
15,Female,Western,Kitgum,Rukiga,77,63,61,63,75,100,89,72,65,0.9
15,Male,Eastern,Gulu,Runyankole,26,100,62,70,70,100,65,83,43,0.85
16,Male,Northern,Mbale,Luganda,88,92,100,76,44,88,79,99,31,0.81
16,Female,Eastern,Jinja,Lumasaba,61,46,95,72,52,72,100,61,60,0.91
15,Female,Eastern,Mukono,Ateso,70,99,78,71,66,100,64,82,100,0.82
16,Male,Eastern,Mbale,Acholi,61,94,56,63,59,73,58,100,96,0.95
15,Female,Central,Jinja,Lusoga,60,81,95,68,80,100,53,36,100,0.87
17,Female,Western,Kitgum,Luganda,49,54,42,72,63,100,59,32,73,0.99
16,Female,Northern,Mbale,Lango,69,94,100,89,59,76,96,68,61,0.89
15,Female,Central,Kabale,Luganda,79,84,100,80,62,93,92,81,57,0.8
17,Male,Eastern,Mbale,Rukiga,97,61,59,82,71,100,38,59,87,0.86
15,Male,Eastern,Tororo,Rukiga,94,73,85,87,50,84,85,73,63,0.94
15,Male,Western,Jinja,Luganda,73,100,100,51,40,94,37,99,86,0.76
16,Male,Northern,Kabarole,Luganda,100,70,40,90,52,100,92,59,100,0.87
17,Female,Central,Kitgum,Japadhola,64,47,34,55,94,57,65,19,63,0.82
16,Female,Eastern,Mbale,Luganda,100,100,93,77,80,93,59,41,100,0.83
17,Female,Western,Ntungamo,Runyankole,76,78,81,68,62,87,38,66,85,0.94
17,Female,Northern,Mbarara,Runyankole,80,99,44,38,65,62,89,85,88,0.98
17,Female,Norternh,Kabale,Ateso,44,74,65,80,61,100,69,36,88,0.84
16,Female,Western,Mpigi,Luganda,90,93,55,60,62,100,91,54,100,0.99
15,Female,Eastern,Lira,Luganda,77,76,91,42,100,65,88,45,85,0.76
17,Female,Eastern,Lira,Runyankole,50,98,100,29,56,98,76,87,40,0.76
15,Female,Central,Mukono,Runyankole,50,75,72,47,94,72,63,80,93,0.86
15,Male,Central,Soroti,Rukiga,89,100,94,76,88,100,98,93,89,0.76
15,Female,Western,Gulu,Acholi,67,89,66,41,51,65,79,100,66,0.93
15,Female,Eastern,Gulu,Runyankole,66,60,40,23,92,55,99,73,82,0.76
15,Female,Eastern,Kitgum,Runyoro,95,75,86,69,69,62,42,80,36,0.89
15,Male,Northern,Bushenyi,Teso,46,100,42,54,75,76,54,84,90,0.83
15,Male,Northern,Gulu,Acholi,46,94,85,66,70,100,39,85,58,0.91
16,Female,Western,Bushenyi,Runyankole,93,76,87,70,74,87,86,75,88,0.99
16,Male,Northern,Kampala,Rukonjo,80,76,100,85,31,100,96,52,90,0.98
16,Female,Central,Kabale,Luganda,64,77,52,52,54,99,37,59,46,0.88
16,Male,Central,Kasese,Acholi,39,57,57,68,55,83,77,81,35,0.97
16,Female,Eastern,Pader,Luganda,80,100,89,56,27,96,100,67,26,0.76
15,Female,Eastern,Kabarole,Luo,69,100,89,98,37,100,87,100,72,0.86
16,Male,Eastern,Gulu,Luganda,87,100,26,58,94,79,81,100,50,0.99
15,Male,Northern,Soroti,Rukiga,92,100,65,66,62,84,51,18,66,0.81
16,Female,Central,Wakiso,Luganda,54,28,49,57,56,77,72,25,61,0.93
17,Female,Eastern,Mbarara,Lusoga,90,100,60,81,87,96,78,96,58,0.88
17,Male,Eastern,Gulu,Luo,83,100,58,67,59,96,70,100,36,0.96
15,Female,Eastern,Mbale,Acholi,54,100,90,67,61,82,60,77,94,0.81
16,Female,Western,Amuru,Rutooro,79,89,74,49,39,100,57,45,33,0.9
16,Female,Central,Kitgum,Runyankole,73,48,89,54,45,100,40,37,75,0.88
15,Female,Central,Mbale,Luganda,95,65,74,47,50,74,71,21,81,0.92
15,Female,Eastern,Mukono,Rukiga,62,94,88,36,80,80,46,30,66,0.81
15,Male,Western,Jinja,Runyankole,78,100,100,79,44,81,61,86,74,0.91
17,Male,Western,Mbale,Rukiga,70,100,95,37,81,94,70,82,75,0.88
15,Male,Eastern,Gulu,Acholi,76,100,32,63,73,100,74,43,59,0.87
17,Female,Eastern,Jinja,Runyankole,72,100,53,58,73,89,82,91,71,0.95
17,Female,Eastern,Soroti,Luganda,75,81,75,71,71,68,75,56,100,0.89
15,Female,Northern,Mpigi,Lusoga,79,100,77,51,61,100,37,90,100,0.76
15,Female,Western,Kabale,Lumasaaba,100,57,100,99,43,100,76,84,98,0.83
17,Male,Northern,Kabale,Runyankole,41,74,59,50,54,56,32,51,69,0.95
15,Male,Eastern,Gulu,Rukiga,61,40,100,72,61,100,47,92,100,0.95
16,Female,Western,Mbale,Runyankole,28,39,72,57,68,69,81,34,49,0.9
17,Female,Northern,Wakiso,Acholi,92,100,100,82,64,100,83,73,95,0.95
17,Male,Eastern,Kabale,Lusoga,63,93,77,70,66,99,46,66,77,0.92
16,Female,Central,Gulu,Lumasaaba,85,95,53,59,100,58,88,43,71,0.77
17,Male,Western,Iganga,Acholi,76,96,96,94,54,71,77,46,46,0.89
15,Female,Western,Kabale,Acholi,57,30,94,55,40,87,68,65,65,0.84
15,Male,Northern,Kitgum,Lugisu,95,36,86,57,41,48,89,30,87,0.86
15,Male,Northern,Mukono,Luganda,80,87,68,62,83,58,65,60,79,0.94
15,Male,Eastern,Rukungiri,Runyankole,98,77,49,55,89,53,79,30,96,0.92
17,Male,Northern,Kampala,Sebei,69,74,100,87,52,100,58,24,96,0.93
15,Female,Eastern,Mbarara,Lumasaaba,98,66,66,45,53,77,74,95,100,0.76
17,Female,Central,Mbarara,Rukiga,88,76,94,63,95,100,98,53,100,0.89
16,Female,Northern,Soroti,Luganda,59,76,61,74,60,70,60,50,49,0.86
15,Female,Central,Gulu,Luganda,53,72,76,54,85,96,54,26,100,0.9
16,Female,Western,Kabale,Luganda,100,100,93,100,46,100,76,86,79,0.76
15,Male,Eastern,Jinja,Luganda,92,85,52,70,52,87,60,61,37,0.76
16,Female,Eastern,Apac,Ateso,92,31,66,92,47,75,96,26,61,0.76
17,Male,Eastern,Mpigi,Luganda,83,100,69,41,72,91,62,98,70,0.92
17,Female,Central,Soroti,Luganda,35,100,82,48,74,100,87,92,73,0.88
16,Male,Western,Mpigi,Runyankole,56,94,42,25,100,96,76,72,84,0.92
17,Male,Western,Mbale,Luganda,57,100,71,37,75,86,58,82,37,0.87
15,Male,Central,Mbarara,Runyankole,54,92,68,51,60,96,52,69,67,0.92
15,Female,Eastern,Mbale,Luganda,71,99,89,71,95,76,45,100,87,0.92
15,Female,Eastern,Kitgum,Runyankole,87,63,100,74,49,100,71,51,96,0.76
17,Female,Western,Mukono,Luganda,74,36,58,55,69,98,85,74,95,0.95
17,Male,Western,Wakiso,Luganda,74,91,79,77,54,100,73,44,55,0.91
15,Female,Western,Mukono,Runyoro,81,76,89,48,38,100,79,58,88,0.92
15,Male,Western,Soroti,Luo,92,57,93,71,69,100,81,17,95,0.76
15,Female,Central,Wakiso,Luganda,87,41,48,55,73,97,74,33,64,0.93
15,Female,Northern,Kabale,Lusoga,49,70,99,79,74,64,33,59,54,0.91
17,Male,Northern,Kampala,Rukiga,63,100,100,92,55,97,89,66,67,0.86
15,Female,Northern,Arua,Luganda,94,100,60,57,10,100,45,45,93,0.9
16,Female,Central,Kabarole,Runyoro,32,96,39,46,96,79,51,55,51,0.98
16,Female,Eastern,Mbale,Rukiga,91,79,38,48,42,78,100,42,29,0.99
17,Male,Northern,Rukungiri,Lugbara,74,48,55,42,63,99,95,17,86,0.91
15,Female,Northern,Kapchorwa,Teso,83,96,65,35,42,89,34,80,71,0.88
15,Male,Eastern,Kapchorwa,Luganda,49,88,42,65,79,100,43,17,100,0.92
17,Male,Northern,Lira,Acholi,60,76,26,49,67,77,35,54,75,0.92
17,Female,Northern,Mukono,Rukonjo,85,74,86,55,44,100,76,17,62,0.76
17,Female,Northern,Soroti,Lusoga,73,63,71,70,89,83,81,60,100,0.87
15,Female,Central,Kabarole,Luganda,78,100,74,63,61,62,81,81,39,0.89
15,Male,Eastern,Mbale,Acholi,60,94,27,55,67,98,84,84,73,0.99
15,Female,Northern,Kitgum,Luganda,92,85,67,56,72,91,42,52,61,0.76
16,Male,Northern,Jinja,Langi,62,42,40,41,68,69,79,84,82,0.96
16,Male,Central,Mukono,Acholi,59,39,65,36,53,100,72,17,96,0.88
15,Male,Central,Masindi,Runyankole,97,100,67,91,69,93,73,17,78,0.92
15,Male,Central,Kampala,Japadhola,70,100,48,55,54,89,90,100,31,0.77
15,Female,Eastern,Kitgum,Rukonjo,66,85,69,71,47,80,71,51,58,0.92
17,Male,Northern,Amuru,Runyoro,40,41,100,61,62,85,54,86,46,0.76
16,Male,Western,Mpigi,Acholi,100,100,78,85,57,100,99,100,53,0.91
17,Female,Central,Gulu,Acholi,33,100,79,63,82,77,97,100,38,0.91
16,Female,Central,Mbale,Luganda,89,72,100,96,52,100,77,76,100,0.87
15,Male,Northern,Mbale,Luganda,46,89,77,84,69,81,54,92,33,0.95
16,Female,Northern,Mbarara,Runyankole,76,79,79,66,54,87,96,19,78,0.78
17,Male,Central,Gulu,Runyankole,89,79,100,39,53,100,81,61,73,0.76
17,Male,Northern,Wakiso,Luganda,81,100,26,29,82,94,76,93,28,0.76
16,Female,Eastern,Kasese,Teso,86,81,73,95,79,94,62,89,95,0.92
15,Male,Eastern,Kitgum,Lugisu,90,97,37,71,99,96,59,79,100,0.82
16,Female,Northern,Mukono,Luganda,78,100,55,64,80,100,42,66,72,0.76
15,Female,Western,Mbarara,Rukonjo,87,77,71,73,55,97,87,47,79,0.86
17,Female,Northern,Mbale,Rukiga,51,25,73,62,48,97,74,17,77,0.81
15,Male,Eastern,Bushenyi,Lusoga,100,89,100,94,52,100,57,70,100,0.84
15,Male,Northern,Gulu,Rukiga,82,38,98,72,44,100,82,35,100,0.94
16,Female,Central,Mbale,Rukiga,72,70,73,83,51,100,68,43,55,0.99
15,Female,Central,Kasese,Rutooro,82,99,71,59,74,87,95,56,74,0.9
17,Female,Northern,Kitgum,Runyankole,59,71,70,47,69,63,70,42,50,0.89
16,Male,Central,Soroti,Rukiga,72,61,71,52,65,98,99,44,96,0.76
17,Male,Central,Kitgum,Runyankole,48,82,94,66,53,64,91,99,73,0.89
17,Female,Northern,Kabale,Luganda,99,63,28,51,87,100,72,17,82,0.89
16,Male,Central,Lira,Runyankole,76,61,79,73,48,88,82,19,44,0.86
17,Female,Eastern,Kabale,Ateso,70,29,48,56,46,48,100,67,41,0.96
15,Male,Northern,Soroti,Lango,91,64,81,62,57,100,57,33,76,0.89
17,Male,Western,Kapchorwa,Ateso,40,61,85,52,46,100,56,45,65,0.88
16,Male,Central,Busia,Teso,70,95,82,56,31,60,88,100,66,0.98
15,Male,Eastern,Kabale,Acholi,67,97,50,33,65,62,90,56,81,0.76
15,Female,Eastern,Mukono,Luganda,94,77,65,53,37,79,94,100,50,0.99
16,Female,Northern,Mbale,Luganda,68,89,100,71,56,87,47,75,100,0.83
17,Male,Northern,Ntungamo,Acholi,88,73,34,80,46,58,97,88,28,0.97
15,Female,Western,Mbale,Iteso,67,94,58,54,74,100,63,54,69,0.8
16,Male,Central,Mbarara,Acholi,41,100,81,51,98,89,34,91,87,0.83
15,Female,Central,Wakiso,Runyankole,39,100,100,61,95,72,65,84,82,0.85
15,Male,Northern,Mbarara,Lusoga,83,56,100,84,58,100,55,17,78,0.86
17,Female,Western,Mbale,Luganda,57,53,85,56,68,37,54,17,69,0.82
17,Female,Central,Soroti,Luganda,100,77,56,51,77,89,81,59,100,0.77
15,Female,Central,Mbale,Luganda,55,79,34,38,73,71,33,44,52,0.99
16,Female,Eastern,Kampala,Lumasaba,99,90,83,60,25,96,99,56,43,0.76
15,Female,Eastern,Wakiso,Acholi,100,100,72,59,48,98,98,66,72,0.76
15,Male,Central,Arua,Rukiga,75,91,73,64,71,100,76,91,100,0.85
15,Male,Northern,Mbale,Luo,97,100,89,88,45,100,80,37,50,0.76
17,Female,Northern,Soroti,Luganda,56,57,26,65,100,62,42,53,62,0.86
16,Male,Central,Tororo,Lumasaba,60,72,95,72,51,100,47,71,78,0.76
16,Female,Eastern,Mubende,Acholi,91,85,87,88,78,100,41,98,86,0.83
15,Male,Norternh,Lira,Luganda,56,90,93,55,74,92,57,86,64,0.83
15,Female,Western,Jinja,Runyankole,91,100,64,40,64,82,58,78,95,0.81
15,Female,Central,Bushenyi,Luganda,97,59,78,76,48,89,62,60,100,0.94
17,Male,Northern,Mbarara,Luganda,37,100,70,28,64,65,87,71,47,0.87
15,Female,Eastern,Mukono,Rukiga,81,100,41,38,96,72,61,86,64,0.82
16,Female,Eastern,Wakiso,Runyankole,80,100,90,55,78,90,65,88,92,0.9
16,Female,Western,Mbarara,Luganda,89,90,87,72,60,62,96,100,78,0.9
16,Male,Northern,Amuru,Acholi,79,60,53,34,77,91,54,17,100,0.82
16,Female,Eastern,Kampala,Rukiga,48,71,58,52,74,72,72,64,56,0.76
17,Female,Central,Kampala,Luganda,28,70,91,71,88,39,67,28,87,0.82
15,Female,Central,Mbale,Luganda,69,93,93,53,86,100,67,76,64,0.82
17,Male,Central,Jinja,Runyankole,19,75,75,24,64,100,65,27,33,0.9
15,Male,Central,Mbale,Luganda,74,100,100,65,63,100,93,58,94,0.88
15,Female,Eastern,Mbale,Luganda,50,100,100,74,95,100,84,50,100,0.87
17,Male,Northern,Kabale,Luganda,42,34,100,71,66,89,85,71,89,0.82
16,Female,Western,Jinja,Rukonjo,62,100,73,47,27,87,82,73,76,0.98
15,Male,Central,Mbale,Runyoro,33,100,85,50,63,61,62,100,39,0.89
15,Female,Northern,Masaka,Runyankole,83,43,43,73,71,90,60,50,51,0.94
17,Male,Northern,Kabarole,Luganda,61,100,52,77,55,100,83,99,40,0.97
17,Female,Western,Mbarara,Rutooro,100,100,26,35,85,87,95,76,93,0.85
15,Female,Central,Jinja,Runyankole,75,100,58,48,87,52,63,87,77,0.88
17,Male,Eastern,Wakiso,Luganda,88,84,98,98,53,92,81,80,69,0.84
17,Male,Eastern,Kitgum,Acholi,70,100,76,53,66,100,50,81,100,0.85
16,Male,Central,Busia,Luganda,100,100,87,67,31,98,85,51,75,0.96
16,Female,Eastern,Mukono,Luganda,62,96,33,37,80,98,63,41,68,0.9
15,Female,Northern,Mbarara,Acholi,55,93,100,68,56,100,82,62,100,0.76
15,Male,Northern,Soroti,Runyankole,84,52,65,93,51,60,99,32,46,0.83
15,Female,Eastern,Pader,Luganda,66,88,88,60,73,81,91,68,73,0.87
15,Female,Western,Mukono,Runyankole,75,44,72,72,55,95,95,62,30,0.99
17,Male,Eastern,Soroti,Runyankole,100,100,65,90,57,87,73,100,50,0.88
16,Male,Central,Gulu,Luganda,100,100,51,39,54,100,100,49,89,0.79
15,Male,Western,Mbale,Acholi,75,32,100,48,48,100,82,19,100,0.87
16,Female,Norternh,Wakiso,Lugisu,81,69,97,56,48,78,96,44,78,0.77
15,Male,Eastern,Soroti,Acholi,91,100,68,58,33,69,39,92,78,0.76
17,Female,Northern,Mbarara,Runyankole,89,86,87,43,63,100,72,17,100,0.86
17,Female,Western,Entebbe,Lusoga,86,100,82,74,89,99,49,38,100,0.89
16,Female,Western,Mbarara,Japadhola,76,45,100,87,60,94,70,97,80,0.89
15,Male,Western,Rukungiri,Luganda,100,97,100,84,52,100,74,22,100,0.82
16,Male,Central,Mbale,Luganda,82,97,27,61,89,100,41,100,75,0.92
15,Female,Eastern,Kasese,Rutooro,66,78,59,23,76,95,64,51,57,0.9
16,Female,Western,Mbale,Runyoro,79,99,56,68,67,100,57,98,45,0.96
15,Male,Eastern,Kasese,Luganda,100,86,92,98,54,92,60,41,88,0.89
16,Male,Eastern,Mbarara,Rukiga,65,41,89,66,51,81,72,81,85,0.93
17,Female,Western,Mbale,Runyankole,96,67,96,57,57,100,68,29,95,0.8
16,Female,Eastern,Kitgum,Runyankole,80,100,63,38,78,85,48,100,74,0.9
17,Male,Northern,Lira,Teso,99,72,53,56,77,100,100,42,70,0.89
15,Female,Eastern,Jinja,Luganda,66,100,67,90,87,88,71,58,82,0.95
17,Male,Northern,Mbale,Luganda,77,90,78,58,64,73,73,32,71,0.88
15,Female,Central,Wakiso,Lusoga,82,100,52,47,80,99,84,64,91,0.78
17,Male,Northern,Gulu,Luganda,74,65,76,51,50,84,100,63,37,0.91
16,Female,Central,Soroti,Rutooro,63,100,47,44,68,85,67,73,100,0.83
16,Female,Northern,Tororo,Runyankole,50,100,54,77,82,100,47,86,85,0.91
16,Female,Eastern,Kampala,Japadhola,68,100,83,79,88,92,69,72,82,0.82
16,Male,Eastern,Soroti,Rutooro,42,52,28,23,84,77,94,82,77,0.79
17,Female,Northern,Gulu,Lugisu,32,18,92,83,69,98,90,41,100,0.91
15,Female,Northern,Kitgum,Rutooro,43,79,98,94,52,100,74,69,95,0.92
15,Female,Northern,Gulu,Lugisu,92,95,96,73,60,100,82,60,96,0.87
15,Male,Northern,Kampala,Luganda,57,100,81,46,62,93,56,22,71,0.89
15,Male,Eastern,Lira,Runyankole,77,94,53,29,64,94,90,55,74,0.88
15,Female,Eastern,Mbarara,Runyankole,53,86,100,42,65,84,78,100,86,0.92
17,Female,Northern,Mbale,Japadhola,51,100,69,70,94,68,58,60,61,0.76
16,Female,Northern,Kasese,Luganda,92,100,100,71,52,100,91,84,100,0.89
17,Female,Central,Mukono,Rutooro,82,100,100,74,81,100,86,100,93,0.78
15,Male,Central,Tororo,Acholi,81,29,88,73,60,100,65,26,82,0.76
15,Male,Northern,Kitgum,Lusoga,100,85,61,42,91,96,67,18,100,0.9
16,Female,Central,Mbale,Lugisu,78,99,39,71,53,95,69,100,67,0.97
17,Female,Northern,Jinja,Rukonjo,74,59,59,57,58,99,85,19,93,0.94
16,Female,Western,Wakiso,Acholi,57,51,80,100,10,95,50,51,46,0.94
15,Female,Western,Apac,Ateso,71,100,84,78,68,100,58,82,82,0.9
17,Male,Central,Rukungiri,Luganda,62,100,64,58,95,100,59,57,63,0.92
17,Female,Northern,Soroti,Lugbara,61,81,80,67,93,85,48,74,83,0.9
17,Male,Eastern,Tororo,Luganda,94,87,68,64,76,100,66,78,100,0.76
17,Male,Eastern,Kabale,Runyankole,72,89,85,51,43,96,96,69,87,0.91
15,Female,Eastern,Kabarole,Luganda,51,63,58,82,48,100,72,39,85,0.88
16,Female,Central,Mbale,Rukiga,92,70,84,73,44,100,92,17,52,0.76
16,Female,Northern,Kabarole,Luganda,55,92,65,66,83,95,52,70,100,0.96
15,Male,Eastern,Amuru,Ateso,70,100,82,50,73,100,59,82,97,0.89
17,Female,Eastern,Kasese,Luganda,78,100,26,46,81,94,69,62,55,0.79
16,Female,Eastern,Kisoro,Luganda,71,100,81,86,40,100,84,95,100,0.85
15,Female,Western,Mbarara,Runyankole,62,98,65,76,73,91,85,100,88,0.99
16,Male,Norternh,Bushenyi,Teso,83,100,100,54,66,96,82,94,50,0.87
17,Male,Central,Soroti,Runyankole,89,37,98,77,50,94,91,60,88,0.77
16,Male,Eastern,Kampala,Lugbara,57,99,49,73,48,43,32,93,27,0.92
15,Male,Eastern,Mityana,Rutooro,54,81,38,60,81,100,93,78,79,0.76
16,Female,Northern,Masaka,Japadhola,69,100,63,44,68,59,55,76,89,0.89
17,Female,Central,Kapchorwa,Acholi,66,74,61,52,69,100,63,53,86,0.99
17,Male,Eastern,Mukono,Luganda,98,100,98,99,55,95,90,78,92,0.94
15,Male,Eastern,Gulu,Luganda,97,75,42,47,85,78,84,55,57,0.88
16,Female,Central,Mbarara,Rukiga,95,80,80,76,57,84,73,88,66,0.96
17,Female,Central,Kampala,Acholi,85,55,83,77,59,67,71,41,88,0.94
15,Male,Central,Kabale,Runyankole,56,95,57,28,85,77,55,82,72,0.91
17,Female,Northern,Busia,Rukiga,59,37,80,75,48,88,89,58,95,0.99
15,Female,Eastern,Mbale,Runyankole,70,49,100,72,21,100,66,30,100,0.91
15,Female,Central,Soroti,Luganda,48,80,77,71,83,91,82,54,67,0.95
17,Male,Eastern,Apac,Luo,58,75,86,65,46,100,87,45,46,0.88
16,Female,Eastern,Ntungamo,Langi,58,96,74,63,69,61,100,83,58,0.94
15,Male,Central,Kitgum,Luganda,65,82,69,44,79,48,85,70,63,0.81
17,Female,Western,Kabale,Luganda,70,99,82,26,53,74,100,92,91,0.9
15,Female,Northern,Kampala,Rukiga,41,88,77,66,69,60,52,34,66,0.84
17,Female,Western,Mbarara,Lusoga,47,43,43,58,77,68,57,100,89,0.96
16,Male,Eastern,Kabarole,Ateso,85,64,91,68,55,100,75,52,93,0.87
15,Male,Northern,Tororo,Sebei,100,86,93,70,61,96,29,30,92,0.84
17,Female,Northern,Mbale,Lumasaaba,68,43,92,75,71,96,86,38,79,0.89
15,Female,Northern,Kitgum,Runyankole,37,100,64,61,81,69,42,62,64,0.9
15,Female,Western,Kampala,Runyankole,100,100,46,55,55,87,92,53,100,0.87
16,Female,Western,Mbarara,Alur,81,64,95,88,58,100,75,97,94,0.84
15,Female,Eastern,Arua,Lumasaaba,88,26,100,89,57,100,56,17,100,0.79
17,Male,Eastern,Kasese,Teso,67,77,88,70,64,100,56,26,85,0.81
15,Female,Western,Busia,Lugisu,93,81,70,64,57,100,72,81,92,0.82
17,Male,Northern,Mbale,Acholi,87,70,47,58,72,100,76,31,81,0.86
15,Female,Eastern,Kampala,Lusoga,100,75,85,100,51,100,94,17,84,0.98
16,Female,Eastern,Kisoro,Luganda,78,90,81,57,86,100,63,73,75,0.92
15,Male,Eastern,Jinja,Acholi,80,69,100,80,29,86,83,96,69,0.88
17,Male,Northern,Mbarara,Lusoga,50,84,67,55,80,73,47,60,38,0.87
15,Female,Western,Bushenyi,Runyankole,75,47,100,71,52,84,87,45,69,0.89
17,Female,Eastern,Kabale,Lusoga,72,74,31,58,65,61,65,86,99,0.94
17,Female,Eastern,Kampala,Acholi,85,100,100,69,56,98,100,100,96,0.87
15,Female,Central,Mbale,Runyoro,83,74,82,76,70,93,100,81,89,0.87
15,Male,Northern,Mbale,Rukiga,76,100,69,61,97,67,80,91,44,0.82
17,Female,Eastern,Amuru,Luganda,67,100,67,53,64,92,78,77,53,0.84
15,Female,Northern,Tororo,Acholi,75,100,100,91,59,88,70,100,66,0.87
16,Female,Central,Amuru,Luganda,80,88,62,67,83,100,100,77,67,0.91
16,Male,Norternh,Lira,Lusoga,58,100,84,61,97,94,71,67,97,0.76
15,Female,Western,Masindi,Luganda,100,74,42,85,63,92,62,25,68,0.93
16,Male,Eastern,Mbarara,Luganda,70,87,83,37,43,100,99,74,100,0.93
15,Female,Northern,Mbale,Luganda,86,100,93,62,93,95,60,64,100,0.79
15,Female,Central,Mbarara,Luganda,36,100,84,65,66,85,91,79,58,0.86
16,Female,Western,Kapchorwa,Lusoga,27,100,49,57,64,87,32,97,98,0.99
17,Female,Western,Soroti,Acholi,77,88,70,76,49,92,91,53,60,0.76
15,Female,Central,Mbale,Acholi,80,98,100,87,35,100,83,71,87,0.76
17,Female,Eastern,Masindi,Rukiga,100,100,48,59,87,69,95,41,35,0.82
